"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrez"
"ENSG00000104237",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RP1","RP1 axonemal microtubule associated","6101"
"ENSG00000261787",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TCF24","transcription factor 24","100129654"
"ENSG00000076554",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TPD52","tumor protein D52","7163"
"ENSG00000183784",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"DOCK8-AS1","DOCK8 antisense RNA 1","157983"
"ENSG00000188386",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PPP3R2","protein phosphatase 3 regulatory subunit B, beta","5535"
"ENSG00000228278",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"ORM2","orosomucoid 2","5005"
"ENSG00000184709",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LRRC26","leucine rich repeat containing 26","389816"
"ENSG00000170790",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"OR10A2","olfactory receptor family 10 subfamily A member 2","341276"
"ENSG00000166407",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LMO1","LIM domain only 1","4004"
"ENSG00000196666",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"FAM180B","family with sequence similarity 180 member B","399888"
"ENSG00000134817",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"APLNR","apelin receptor","187"
"ENSG00000156738",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"MS4A1","membrane spanning 4-domains A1","931"
"ENSG00000219435",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CATSPERZ","catsper channel auxiliary subunit zeta","25858"
"ENSG00000182103",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"FAM181B","family with sequence similarity 181 member B","220382"
"ENSG00000149295",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"DRD2","dopamine receptor D2","1813"
"ENSG00000166105",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GLB1L3","galactosidase beta 1 like 3","112937"
"ENSG00000282246",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000138136",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LBX1","ladybird homeobox 1","10660"
"ENSG00000254536",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000123388",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"HOXC11","homeobox C11","3227"
"ENSG00000182050",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"MGAT4C","MGAT4 family member C","25834"
"ENSG00000111783",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RFX4","regulatory factor X4","5992"
"ENSG00000089116",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"LHX5","LIM homeobox 5","64211"
"ENSG00000152207",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CYSLTR2","cysteinyl leukotriene receptor 2","57105"
"ENSG00000165799",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RNASE7","ribonuclease A family member 7","84659"
"ENSG00000255804",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"OR6J1","olfactory receptor family 6 subfamily J member 1","79549"
"ENSG00000100453",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GZMB","granzyme B","3002"
"ENSG00000197734",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"C14orf178","chromosome 14 open reading frame 178","283579"
"ENSG00000165409",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TSHR","thyroid stimulating hormone receptor","7253"
"ENSG00000167945",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000103355",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PRSS33","serine protease 33","260429"
"ENSG00000180090",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"OR3A1","olfactory receptor family 3 subfamily A member 1","4994"
"ENSG00000262304",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000167741",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GGT6","gamma-glutamyltransferase 6","124975"
"ENSG00000189375",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TBC1D28","TBC1 domain family member 28","254272"
"ENSG00000270806",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"C17orf50","chromosome 17 open reading frame 50","146853"
"ENSG00000277363",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SRCIN1","SRC kinase signaling inhibitor 1","80725"
"ENSG00000161405",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"IKZF3","IKAROS family zinc finger 3","22806"
"ENSG00000171431",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"KRT20","keratin 20","54474"
"ENSG00000161649",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CD300LG","CD300 molecule like family member g","146894"
"ENSG00000167880",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"EVPL","envoplakin","2125"
"ENSG00000101746",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"NOL4","nucleolar protein 4","8715"
"ENSG00000256463",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SALL3","spalt like transcription factor 3","27164"
"ENSG00000198326",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TMEM239","transmembrane protein 239","100288797"
"ENSG00000077984",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"CST7","cystatin F","8530"
"ENSG00000185198",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"PRSS57","serine protease 57","400668"
"ENSG00000267157",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000267314",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000213297",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000188032",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"C19orf67","chromosome 19 open reading frame 67","646457"
"ENSG00000105143",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SLC1A6","solute carrier family 1 member 6","6511"
"ENSG00000105641",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"SLC5A5","solute carrier family 5 member 5","6528"
"ENSG00000268173",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,NA,NA,NA
"ENSG00000105261",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"OVOL3","ovo like zinc finger 3","728361"
"ENSG00000104941",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RSPH6A","radial spoke head 6 homolog A","81492"
"ENSG00000261949",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"GFY","golgi associated olfactory signaling regulator","100507003"
"ENSG00000167759",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"KLK13","kallikrein related peptidase 13","26085"
"ENSG00000185792",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"NLRP9","NLR family pyrin domain containing 9","338321"
"ENSG00000092377",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"TBL1Y","transducin beta like 1 Y-linked","90665"
"ENSG00000128322",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"IGLL1","immunoglobulin lambda like polypeptide 1","3543"
"ENSG00000128253",0.177436594104331,0.785955538541567,4.05983006390923,0.193593211087453,0.846494414395661,NA,"RFPL2","ret finger protein like 2","10739"
"ENSG00000184702",268.94787443907,-0.0225684970837471,0.116662891974475,-0.193450519713542,0.846606153571006,0.895720845449023,"SEPTIN5","septin 5","5413"
"ENSG00000160877",2937.94650196713,-0.00871172175842114,0.0451583360041691,-0.192915030297327,0.847025513667202,0.896100274533623,"NACC1","nucleus accumbens associated 1","112939"
"ENSG00000149557",485.115733070981,-0.0167729036470143,0.0870537314751297,-0.192673000488281,0.847215069720257,0.896236548265051,"FEZ1","fasciculation and elongation protein zeta 1","9638"
"ENSG00000237330",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RNF223","ring finger protein 223","401934"
"ENSG00000120952",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PRAMEF2","PRAME family member 2","65122"
"ENSG00000277058",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"HNRNPCL3","heterogeneous nuclear ribonucleoprotein C like 3","649330"
"ENSG00000162438",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CTRC","chymotrypsin C","11330"
"ENSG00000186510",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CLCNKA","chloride voltage-gated channel Ka","1187"
"ENSG00000162543",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"UBXN10","UBX domain protein 10","127733"
"ENSG00000070886",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"EPHA8","EPH receptor A8","2046"
"ENSG00000131914",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"LIN28A","lin-28 homolog A","79727"
"ENSG00000188910",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"GJB3","gap junction protein beta 3","2707"
"ENSG00000187513",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"GJA4","gap junction protein alpha 4","2701"
"ENSG00000271741",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,NA,NA,NA
"ENSG00000204060",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"FOXO6","forkhead box O6","100132074"
"ENSG00000127129",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"EDN2","endothelin 2","1907"
"ENSG00000177181",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RIMKLA","ribosomal modification protein rimK like family member A","284716"
"ENSG00000142700",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"DMRTA2","DMRT like family A2","63950"
"ENSG00000134256",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CD101","CD101 molecule","9398"
"ENSG00000203786",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"KPRP","keratinocyte proline rich protein","448834"
"ENSG00000240386",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"LCE1F","late cornified envelope 1F","353137"
"ENSG00000143595",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"AQP10","aquaporin 10","89872"
"ENSG00000173080",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RXFP4","relaxin family peptide/INSL5 receptor 4","339403"
"ENSG00000132698",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RAB25","RAB25, member RAS oncogene family","57111"
"ENSG00000260238",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PMF1-BGLAP","PMF1-BGLAP readthrough","100527963"
"ENSG00000125462",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"MIR9-1HG","MIR9-1 host gene","10485"
"ENSG00000198400",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"NTRK1","neurotrophic receptor tyrosine kinase 1","4914"
"ENSG00000177807",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"KCNJ10","potassium inwardly rectifying channel subfamily J member 10","3766"
"ENSG00000198771",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RCSD1","RCSD domain containing 1","92241"
"ENSG00000198734",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"F5","coagulation factor V","2153"
"ENSG00000163435",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"ELF3","E74 like ETS transcription factor 3","1999"
"ENSG00000162896",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PIGR","polymeric immunoglobulin receptor","5284"
"ENSG00000116141",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"MARK1","microtubule affinity regulating kinase 1","4139"
"ENSG00000197520",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"FAM177B","family with sequence similarity 177 member B","400823"
"ENSG00000198626",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"RYR2","ryanodine receptor 2","6262"
"ENSG00000180287",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PLD5","phospholipase D family member 5","200150"
"ENSG00000135747",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"ZNF670-ZNF695","ZNF670-ZNF695 readthrough (NMD candidate)","100533111"
"ENSG00000169224",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"GCSAML","germinal center associated signaling and motility like","148823"
"ENSG00000084674",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"APOB","apolipoprotein B","338"
"ENSG00000170577",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"SIX2","SIX homeobox 2","10736"
"ENSG00000144035",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"NAT8","N-acetyltransferase 8 (putative)","9027"
"ENSG00000214336",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"FOXI3","forkhead box I3","344167"
"ENSG00000188886",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"ASTL","astacin like metalloendopeptidase","431705"
